station,taxon_unit,abundance
1549,genus:Carabus,14
1549,genus:Diachromus,3
1549,genus:Harpalus,20
1549,genus:Microlestes,2
1549,genus:Nebria,3
1549,genus:Ophonus,1
1549,genus:Poecilus,31
1549,genus:Pseudoophonus,3
1549,genus:Pterostichus,2
1556,genus:Amara,39
1556,genus:Anchomenus,4
1556,genus:Bembidion,6
1556,genus:Brachinus,1
1556,genus:Harpalus,54
1556,genus:Nebria,18
1556,genus:Notiophilus,15
1556,genus:Ophonus,1
1556,genus:Parophonus,1
1556,genus:Pseudoophonus,2
157,genus:Amara,3
157,genus:Anchomenus,1
157,genus:Bembidion,4
157,genus:Clivina,2
157,genus:Pedius,3
157,genus:Poecilus,26
1587,genus:Amara,15
1587,genus:Bembidion,35
1587,genus:Calathus,2
1587,genus:Carabus,1
1587,genus:Clivina,5
1587,genus:Harpalus,1
1587,genus:Poecilus,96
1587,genus:Pseudoophonus,1
1660,genus:Anchomenus,13
1660,genus:Asaphidion,2
1660,genus:Bembidion,1
1660,genus:Carabus,1
1660,genus:Harpalus,11
1660,genus:Nebria,17
1660,genus:Notiophilus,2
1660,genus:Poecilus,21
1660,genus:Trechus,1
1677,genus:Amara,29
1677,genus:Calathus,15
1677,genus:Dyschirius,3
1677,genus:Poecilus,113
1677,genus:Pseudoophonus,1
1677,genus:Stomis,1
1686,genus:Amara,9
1686,genus:Calathus,48
1686,genus:Carabus,13
1686,genus:Cymindis,4
1686,genus:Harpalus,1
1686,genus:Pterostichus,1
1694,genus:Amara,1
1694,genus:Calathus,1
1694,genus:Harpalus,8
1694,genus:Syntomus,1
1706,genus:Abax,23
1706,genus:Carabus,2
1706,genus:Pterostichus,4
1768,genus:Harpalus,1
1826,genus:Anchomenus,5
1826,genus:Asaphidion,1
1826,genus:Brachinus,44
1826,genus:Carabus,34
1826,genus:Chlaenius,2
1826,genus:Harpalus,11
1826,genus:Nebria,1
1826,genus:Notiophilus,8
1826,genus:Poecilus,125
1826,genus:Pterostichus,5
1837,genus:Amara,1
1837,genus:Anchomenus,11
1837,genus:Bembidion,8
1837,genus:Calathus,7
1837,genus:Carabus,35
1837,genus:Harpalus,5
1837,genus:Microlestes,60
1837,genus:Parophonus,5
1837,genus:Poecilus,10
1875,genus:Brachinus,2
1875,genus:Carabus,1
1875,genus:Cicindela,1
1875,genus:Demetrias,1
1875,genus:Harpalus,3
1875,genus:Poecilus,83
1875,genus:Pterostichus,7
1875,genus:Trechus,30
1887,genus:Harpalus,18
1992,genus:Amara,1
1992,genus:Anchomenus,3
1992,genus:Brachinus,5
1992,genus:Calathus,9
1992,genus:Carabus,2
1992,genus:Harpalus,8
1992,genus:Poecilus,62
1992,genus:Trechus,1
1996,genus:Amara,1
1996,genus:Calathus,2
1996,genus:Harpalus,2
1996,genus:Ophonus,1
1996,genus:Poecilus,1
2011,genus:Anchomenus,6
2011,genus:Anisodactylus,1
2011,genus:Bembidion,4
2011,genus:Brachinus,54
2011,genus:Cicindela,1
2011,genus:Nebria,18
2011,genus:Notiophilus,4
2011,genus:Poecilus,69
2011,genus:Pterostichus,1
2011,genus:Trechus,2
2021,genus:Bembidion,1
2021,genus:Carabus,93
2021,genus:Harpalus,3
2021,genus:Nebria,1
2021,genus:Trechus,1
2076,genus:Anisodactylus,1
2076,genus:Harpalus,6
215,genus:Abax,29
215,genus:Carabus,1
215,genus:Leistus,2
215,genus:Nebria,3
215,genus:Notiophilus,1
215,genus:Pseudoophonus,1
215,genus:Pterostichus,3
2182,genus:Agonum,17
2182,genus:Amara,1
2182,genus:Bembidion,1
2182,genus:Calathus,6
2182,genus:Clivina,1
2182,genus:Harpalus,6
2182,genus:Nebria,1
2182,genus:Poecilus,22
2182,genus:Pseudoophonus,1
2182,genus:Pterostichus,3
2182,genus:Stomis,1
223,genus:Bembidion,15
223,genus:Clivina,1
223,genus:Loricera,31
223,genus:Nebria,3
223,genus:Poecilus,122
223,genus:Pterostichus,3
2257,genus:Pterostichus,2
2276,genus:Pterostichus,1
2312,genus:Amara,1
2312,genus:Bembidion,17
2312,genus:Calathus,1
2312,genus:Pterostichus,3
288,genus:Acupalpus,1
288,genus:Bembidion,1
288,genus:Carabus,16
288,genus:Harpalus,14
288,genus:Microlestes,9
288,genus:Notiophilus,2
288,genus:Ophonus,6
288,genus:Pseudoophonus,1
291,genus:Amara,1
291,genus:Asaphidion,1
291,genus:Calathus,1
291,genus:Loricera,3
291,genus:Notiophilus,11
291,genus:Poecilus,36
291,genus:Trechus,1
391,genus:Harpalus,2
391,genus:Nebria,1
400,genus:Amara,1
400,genus:Calathus,14
400,genus:Carabus,1
400,genus:Microlestes,19
400,genus:Poecilus,1
400,genus:Syntomus,19
400,genus:Trechus,12
408,genus:Amara,39
408,genus:Anchomenus,82
408,genus:Asaphidion,1
408,genus:Bembidion,2
408,genus:Carabus,4
408,genus:Harpalus,37
408,genus:Loricera,2
408,genus:Notiophilus,10
408,genus:Poecilus,272
408,genus:Trechus,7
423,genus:Agonum,9
423,genus:Amara,14
423,genus:Anchomenus,1
423,genus:Anisodactylus,3
423,genus:Asaphidion,9
423,genus:Bembidion,20
423,genus:Clivina,7
423,genus:Loricera,38
423,genus:Nebria,7
423,genus:Notiophilus,15
423,genus:Parophonus,2
423,genus:Poecilus,29
423,genus:Trechus,3
476,genus:Abax,2
476,genus:Bembidion,3
476,genus:Harpalus,1
476,genus:Microlestes,5
476,genus:Nebria,1
476,genus:Poecilus,29
476,genus:Pterostichus,2
476,genus:Trechus,3
609,genus:Amara,1
609,genus:Bembidion,16
609,genus:Carabus,3
609,genus:Clivina,2
609,genus:Parophonus,1
609,genus:Poecilus,66
609,genus:Pterostichus,1
620,genus:Abax,27
620,genus:Asaphidion,1
620,genus:Molops,2
620,genus:Notiophilus,1
620,genus:Poecilus,2
620,genus:Pterostichus,2
620,genus:Trechus,1
633,genus:Leistus,3
633,genus:Nebria,8
633,genus:Trechus,1
644,genus:Abax,22
644,genus:Carabus,3
644,genus:Cychrus,3
644,genus:Harpalus,6
644,genus:Leistus,2
644,genus:Notiophilus,1
644,genus:Pterostichus,13
644,genus:Semiophonus,1
730,genus:Agonum,3
730,genus:Amara,2
730,genus:Anchomenus,36
730,genus:Bembidion,1
730,genus:Brachinus,2
730,genus:Clivina,1
730,genus:Harpalus,1
730,genus:Notiophilus,6
730,genus:Poecilus,981
730,genus:Pseudoophonus,1
730,genus:Pterostichus,2
788,genus:Agonum,10
788,genus:Amara,10
788,genus:Asaphidion,1
788,genus:Bembidion,41
788,genus:Dyschirius,1
788,genus:Harpalus,1
788,genus:Loricera,2
788,genus:Notiophilus,2
788,genus:Parophonus,1
788,genus:Poecilus,30
792,genus:Abax,14
792,genus:Amara,4
792,genus:Carabus,24
792,genus:Molops,7
792,genus:Notiophilus,6
792,genus:Platyderus,1
792,genus:Poecilus,5
792,genus:Pterostichus,13
792,genus:Syntomus,2
805,genus:Abax,39
805,genus:Calosoma,2
805,genus:Carabus,24
805,genus:Leistus,3
805,genus:Nebria,1
805,genus:Pterostichus,1
812,genus:Abax,19
812,genus:Carabus,9
812,genus:Notiophilus,1
812,genus:Pseudoophonus,1
812,genus:Pterostichus,4
827,genus:Bembidion,2
827,genus:Carabus,1
827,genus:Harpalus,17
827,genus:Poecilus,2
870,genus:Abax,42
870,genus:Carabus,13
870,genus:Pterostichus,7
926,genus:Abax,14
926,genus:Bembidion,1
926,genus:Carabus,15
