station,total_abundance,q0,q1,q2,assemblage_id,scenario,scenario_family,baseline_scenario,unit_type,iter
1826,236,12,4.389829787050909,2.9484383271572256,carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,1
1837,194,15,7.866936425838832,5.913890634820866,carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,1
1875,128,8,2.8477709329992242,2.0860707919531447,carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,1
1887,18,3,1.530888750196174,1.255813953488372,carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,1
1893,0,0,1,0,carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,1
1992,91,14,6.837458482695983,4.430711610486892,carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,1
1996,7,6,5.742347492053464,5.444444444444445,carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,1
2011,160,13,4.435819360321033,3.21608040201005,carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,1
2021,99,6,1.4329889192335685,1.1561873304234989,carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,1
2034,0,0,1,0,carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,1
2076,7,3,2.2173474522732106,1.8148148148148147,carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,1
215,40,7,2.8523430377799945,1.8475750577367205,carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,1
2182,60,15,6.841166759769592,4.368932038834952,carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,1
2205,0,0,1,0,carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,1
223,176,8,2.786205008448764,1.9381804530096356,carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,1
2257,2,1,1,1,carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,1
2260,0,0,1,0,carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,1
2276,1,1,1,1,carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,1
2312,25,5,2.79721366374573,2.0226537216828477,carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,1
288,52,12,7.370774184738481,5.633333333333333,carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,1
291,54,8,3.221470638332195,2.1099855282199713,carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,1
391,3,2,1.8898815748423097,1.7999999999999998,carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,1
400,80,12,7.453933668090114,6.037735849056604,carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,1
408,456,12,3.806711714992071,2.4970098710281725,carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,1
423,157,20,11.648590295617554,8.191758059155866,carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,1
476,47,10,4.457321670710338,2.6328963051251493,carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,1
609,90,8,2.5194252808523276,1.7616354936929102,carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,1
620,36,8,4.495345516358447,3.3061224489795915,carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,1
633,12,3,2.2795070569547775,1.945945945945946,carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,1
644,51,15,9.13422890407493,6.584810126582278,carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,1
730,1036,13,1.3242361319104634,1.1137080088075924,carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,1
788,99,15,7.102409919404212,4.859196826970749,carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,1
792,76,14,9.392448107815783,7.04390243902439,carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,1
805,71,11,4.722588903920292,3.2840390879478827,carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,1
812,34,11,6.08878003587523,3.802631578947368,carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,1
827,22,4,2.172143510470129,1.6241610738255035,carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,1
870,62,6,2.9794833990252134,2.1619797525309337,carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,1
926,30,5,3.0940002178329653,2.6011560693641615,carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,1
1030,609,18,2.8075154949061973,1.6397676176833391,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
1058,167,19,5.614502508669528,3.1609429899127277,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
1090,1326,15,2.038387112174185,1.5096074263087218,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
1141,104,10,3.1409301637195934,2.2694083088543855,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
1166,110,11,4.772954284541361,2.9700540009818357,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
1174,91,11,4.402137644383681,2.9906103286384975,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
1180,908,23,3.883428552992749,2.191068448299689,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
1237,25,9,6.111433325013332,4.194630872483222,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
1243,249,11,2.2910021465579873,1.4650866041258062,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
1274,80,18,9.227501055950386,5.970149253731344,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
1310,20,6,4.678742228712665,4.000000000000001,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
1366,45,8,4.5407520159046735,3.2820097244732582,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
137,501,23,6.605038431543332,3.857340443515544,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
1372,24,9,5.4989185479944105,3.5121951219512195,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
1464,78,9,6.141781673063157,5.15593220338983,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
1477,33,13,9.94177009567516,7.948905109489051,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
1491,14,3,1.9270218579005853,1.5555555555555558,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
152,244,15,4.9542162425102845,3.502117647058824,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
1537,42,10,7.488562007014456,6.437956204379563,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
1549,104,20,10.27979195278302,6.751560549313359,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
1556,141,18,7.799627800674896,5.162555180472604,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
157,39,8,3.4951908953475233,2.157446808510638,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
1587,157,9,3.1705227229543804,2.3038601738480233,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
1660,68,10,5.749102412073289,4.661290322580645,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
1677,162,8,2.862238170120754,1.9515169541939323,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
1686,74,6,3.09979122290043,2.2969798657718123,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
1694,10,6,4.472135954999579,3.3333333333333335,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
1706,29,3,1.8993434733651442,1.5318761384335151,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
1768,1,1,1,1,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
1826,235,11,4.297737268020709,2.9236592725925146,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
1837,194,15,7.866936425838832,5.913890634820866,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
1875,128,8,2.8477709329992242,2.0860707919531447,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
1887,18,3,1.530888750196174,1.255813953488372,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
1893,0,0,1,0,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
1992,91,14,6.837458482695983,4.430711610486892,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
1996,7,6,5.742347492053464,5.444444444444445,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
2011,160,13,4.435819360321033,3.21608040201005,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
2021,99,6,1.4329889192335685,1.1561873304234989,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
2034,0,0,1,0,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
2076,7,3,2.2173474522732106,1.8148148148148147,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
215,40,7,2.8523430377799945,1.8475750577367205,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
2182,60,15,6.841166759769592,4.368932038834952,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
2205,0,0,1,0,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
223,175,7,2.7055145900912403,1.9163381515549716,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
2257,2,1,1,1,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
2260,0,0,1,0,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
2276,1,1,1,1,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
2312,22,4,2.121090761084709,1.6133333333333335,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
288,52,12,7.370774184738481,5.633333333333333,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
291,54,8,3.221470638332195,2.1099855282199713,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
391,3,2,1.8898815748423097,1.7999999999999998,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
400,77,11,6.8268142274368,5.641294005708849,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
408,456,12,3.806711714992071,2.4970098710281725,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
423,155,19,11.220542403018964,7.995008319467556,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
476,47,10,4.457321670710338,2.6328963051251493,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
609,90,8,2.5194252808523276,1.7616354936929102,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
620,35,7,4.118254760414747,3.132992327365729,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
633,12,3,2.2795070569547775,1.945945945945946,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
644,51,15,9.13422890407493,6.584810126582278,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
730,1036,13,1.3242361319104634,1.1137080088075924,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
788,99,15,7.102409919404212,4.859196826970749,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
792,76,14,9.392448107815783,7.04390243902439,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
805,69,9,4.242801126728493,3.1056751467710373,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
812,34,11,6.08878003587523,3.802631578947368,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
827,22,4,2.172143510470129,1.6241610738255035,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
870,62,6,2.9794833990252134,2.1619797525309337,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
926,30,5,3.0940002178329653,2.6011560693641615,carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
1030,610,19,2.837035016977768,1.64514988062605,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
1058,167,19,5.614502508669528,3.1609429899127277,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
1090,1326,15,2.038387112174185,1.5096074263087218,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
1141,104,9,3.073726630967661,2.2665549036043586,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
1166,110,11,4.772954284541361,2.9700540009818357,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
1174,91,11,4.402137644383681,2.9906103286384975,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
1180,908,23,3.883428552992749,2.191068448299689,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
1237,25,9,6.111433325013332,4.194630872483222,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
1243,249,11,2.2910021465579873,1.4650866041258062,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
1274,80,18,9.227501055950386,5.970149253731344,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
1310,20,6,4.678742228712665,4.000000000000001,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
1366,45,8,4.5407520159046735,3.2820097244732582,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
137,506,24,6.8526417042984,3.933206341403466,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
1372,24,9,5.4989185479944105,3.5121951219512195,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
1464,78,9,6.141781673063157,5.15593220338983,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
1477,36,13,10.524201036205927,8.756756756756758,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
1491,14,3,1.9270218579005853,1.5555555555555558,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
152,245,16,5.054276916935074,3.5306746661961066,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
1537,42,10,7.488562007014456,6.437956204379563,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
1549,104,20,10.27979195278302,6.751560549313359,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
1556,141,18,7.799627800674896,5.162555180472604,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
157,39,8,3.4951908953475233,2.157446808510638,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
1587,157,9,3.1705227229543804,2.3038601738480233,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
1660,69,11,6.046299097072395,4.794561933534743,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
1677,162,8,2.862238170120754,1.9515169541939323,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
1686,76,7,3.398231662417864,2.4187604690117253,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
1694,11,6,4.666017038523991,3.666666666666667,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
1706,29,3,1.8993434733651442,1.5318761384335151,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
1768,1,1,1,1,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
1826,236,12,4.389829787050909,2.9484383271572256,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
1837,194,15,7.866936425838832,5.913890634820866,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
1875,128,8,2.8477709329992242,2.0860707919531447,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
1887,18,3,1.530888750196174,1.255813953488372,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
1893,0,0,1,0,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
1992,91,14,6.837458482695983,4.430711610486892,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
1996,7,6,5.742347492053464,5.444444444444445,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
2011,160,13,4.435819360321033,3.21608040201005,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
2021,99,6,1.4329889192335685,1.1561873304234989,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
2034,0,0,1,0,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
2076,7,3,2.2173474522732106,1.8148148148148147,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
215,40,7,2.8523430377799945,1.8475750577367205,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
2182,60,15,6.841166759769592,4.368932038834952,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
2205,0,0,1,0,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
223,176,8,2.786205008448764,1.9381804530096356,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
2257,2,1,1,1,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
2260,0,0,1,0,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
2276,1,1,1,1,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
2312,25,5,2.79721366374573,2.0226537216828477,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
288,52,12,7.370774184738481,5.633333333333333,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
291,54,8,3.221470638332195,2.1099855282199713,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
391,3,2,1.8898815748423097,1.7999999999999998,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
400,80,10,6.6893877260324555,5.807622504537205,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
408,456,12,3.806711714992071,2.4970098710281725,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
423,157,20,11.648590295617554,8.191758059155866,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
476,47,10,4.457321670710338,2.6328963051251493,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
609,90,8,2.5194252808523276,1.7616354936929102,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
620,36,8,4.495345516358447,3.3061224489795915,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
633,12,3,2.2795070569547775,1.945945945945946,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
644,51,15,9.13422890407493,6.584810126582278,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
730,1036,13,1.3242361319104634,1.1137080088075924,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
788,99,14,7.003648155581986,4.854383358098068,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
792,76,14,9.392448107815783,7.04390243902439,carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
