observed_taxon_unit,observed_cd_nom,observed_label,observed_genus,observed_family,cd_ref,accepted_name,genus,family,match_method,in_regional_pool,override_note,n_regional_candidates,n_alternative_candidates,has_alternative_candidate,assemblage_id
species:cdnom:234053,234053,Talavera aequipes,Talavera,Salticidae,234053,Talavera aequipes,Talavera,Salticidae,cd_nom_alias,TRUE,NA,8,7,TRUE,araneae_pitfall
species:cdnom:1065,1065,Amaurobius erberi,Amaurobius,Amaurobiidae,1065,Amaurobius erberi,Amaurobius,Amaurobiidae,cd_nom_alias,TRUE,NA,7,6,TRUE,araneae_pitfall
species:cdnom:1640,1640,Xysticus cristatus,Xysticus,Thomisidae,1640,Xysticus cristatus,Xysticus,Thomisidae,cd_nom_alias,TRUE,NA,25,24,TRUE,araneae_pitfall
species:cdnom:234176,234176,Xysticus kempeleni,Xysticus,Thomisidae,234176,Xysticus kempeleni,Xysticus,Thomisidae,cd_nom_alias,TRUE,NA,25,24,TRUE,araneae_pitfall
species:cdnom:1174,1174,Drassodes lapidosus,Drassodes,Gphosidae,1174,Drassodes lapidosus,Drassodes,Gnaphosidae,cd_nom_alias,TRUE,NA,12,11,TRUE,araneae_pitfall
species:cdnom:1174,1174,Drassodes lapidosus,Drassodes,Gphosidae,1174,Drassodes lapidosus,Drassodes,Gnaphosidae,cd_nom_alias,TRUE,NA,12,11,TRUE,araneae_pitfall
species:cdnom:921,921,Xerolycosa nemoralis,Xerolycosa,Lycosidae,921,Xerolycosa nemoralis,Xerolycosa,Lycosidae,cd_nom_alias,TRUE,NA,2,1,TRUE,araneae_pitfall
species:cdnom:233665,233665,Micrargus subaequalis,Micrargus,Linyphiidae,233665,Micrargus subaequalis,Micrargus,Linyphiidae,cd_nom_alias,TRUE,NA,6,5,TRUE,araneae_pitfall
species:cdnom:234026,234026,Pseudeuophrys erratica,Pseudeuophrys,Salticidae,234026,Pseudeuophrys erratica,Pseudeuophrys,Salticidae,cd_nom_alias,TRUE,NA,5,4,TRUE,araneae_pitfall
species:cdnom:302882,302882,Haplodrassus minor,Haplodrassus,Gphosidae,302882,Haplodrassus minor,Haplodrassus,Gnaphosidae,cd_nom_alias,TRUE,NA,15,14,TRUE,araneae_pitfall
species:cdnom:457346,457346,Trochosa robusta,Trochosa,Lycosidae,457346,Trochosa robusta,Trochosa,Lycosidae,cd_nom_alias,TRUE,NA,5,4,TRUE,araneae_pitfall
species:cdnom:1930,1930,Pardosa lugubris,Pardosa,Lycosidae,1930,Pardosa lugubris,Pardosa,Lycosidae,cd_nom_alias,TRUE,NA,39,38,TRUE,araneae_pitfall
species:cdnom:233572,233572,Glyphesis servulus,Glyphesis,Linyphiidae,233572,Glyphesis servulus,Glyphesis,Linyphiidae,cd_nom_alias,TRUE,NA,1,0,FALSE,araneae_pitfall
species:cdnom:1923,1923,Pardosa amentata,Pardosa,Lycosidae,1923,Pardosa amentata,Pardosa,Lycosidae,cd_nom_alias,TRUE,NA,39,38,TRUE,araneae_pitfall
species:cdnom:303203,303203,Collinsia inerrans,Collinsia,Linyphiidae,303203,Collinsia inerrans,Collinsia,Linyphiidae,cd_nom_alias,TRUE,NA,3,2,TRUE,araneae_pitfall
species:cdnom:234119,234119,Steatoda albomaculata,Steatoda,Theridiidae,234119,Steatoda albomaculata,Steatoda,Theridiidae,cd_nom_alias,TRUE,NA,7,6,TRUE,araneae_pitfall
species:cdnom:233570,233570,Erigonoplus turriger,Erigonoplus,Linyphiidae,NA,Erigonoplus turriger,Erigonoplus,Linyphiidae,unmatched,FALSE,NA,4,3,TRUE,araneae_pitfall
species:cdnom:1207,1207,Zelotes petrensis,Zelotes,Gphosidae,1207,Zelotes petrensis,Zelotes,Gnaphosidae,cd_nom_alias,TRUE,NA,36,35,TRUE,araneae_pitfall
species:cdnom:719974,719974,Eratigena fuesslini,Eratigena,Agelenidae,719974,Eratigena fuesslini,Eratigena,Agelenidae,cd_nom_alias,TRUE,NA,8,7,TRUE,araneae_pitfall
species:cdnom:193079,193079,"Haplodrassus Chamberlin, 1922",NA,Gphosidae,NA,"Haplodrassus Chamberlin, 1922",NA,Gphosidae,unmatched,FALSE,NA,0,0,FALSE,araneae_pitfall
species:cdnom:233802,233802,Trichoncus sordidus,Trichoncus,Linyphiidae,233802,Trichoncus sordidus,Trichoncus,Linyphiidae,cd_nom_alias,TRUE,NA,12,11,TRUE,araneae_pitfall
species:cdnom:234094,234094,Enoplognatha gemina,Enoplognatha,Theridiidae,234094,Enoplognatha gemina,Enoplognatha,Theridiidae,cd_nom_alias,TRUE,NA,13,12,TRUE,araneae_pitfall
species:cdnom:1440,1440,Trichoncus saxicola,Trichoncus,Linyphiidae,1440,Trichoncus saxicola,Trichoncus,Linyphiidae,cd_nom_alias,TRUE,NA,12,11,TRUE,araneae_pitfall
species:cdnom:1660,1660,Xysticus acerbus,Xysticus,Thomisidae,1660,Xysticus acerbus,Xysticus,Thomisidae,cd_nom_alias,TRUE,NA,25,24,TRUE,araneae_pitfall
species:cdnom:806890,806890,Agyneta simplicitarsis,Agyneta,Linyphiidae,806890,Agyneta simplicitarsis,Agyneta,Linyphiidae,cd_nom_alias,TRUE,NA,21,20,TRUE,araneae_pitfall
species:cdnom:1896,1896,Alopecosa cuneata,Alopecosa,Lycosidae,1896,Alopecosa cuneata,Alopecosa,Lycosidae,cd_nom_alias,TRUE,NA,14,13,TRUE,araneae_pitfall
species:cdnom:906427,906427,Piratula uliginosa,Piratula,Lycosidae,906427,Piratula uliginosa,Piratula,Lycosidae,cd_nom_alias,TRUE,NA,4,3,TRUE,araneae_pitfall
species:cdnom:233741,233741,Porrhomma microphthalmum,Porrhomma,Linyphiidae,233741,Porrhomma microphthalmum,Porrhomma,Linyphiidae,cd_nom_alias,TRUE,NA,10,9,TRUE,araneae_pitfall
species:cdnom:233491,233491,Centromerus capucinus,Centromerus,Linyphiidae,233491,Centromerus capucinus,Centromerus,Linyphiidae,cd_nom_alias,TRUE,NA,26,25,TRUE,araneae_pitfall
species:cdnom:233879,233879,Pardosa bifasciata,Pardosa,Lycosidae,233879,Pardosa bifasciata,Pardosa,Lycosidae,cd_nom_alias,TRUE,NA,39,38,TRUE,araneae_pitfall
species:cdnom:1492,1492,Tapinocyba praecox,Tapinocyba,Linyphiidae,1492,Tapinocyba praecox,Tapinocyba,Linyphiidae,cd_nom_alias,TRUE,NA,8,7,TRUE,araneae_pitfall
species:cdnom:1899,1899,Alopecosa striatipes,Alopecosa,Lycosidae,1899,Alopecosa striatipes,Alopecosa,Lycosidae,cd_nom_alias,TRUE,NA,14,13,TRUE,araneae_pitfall
species:cdnom:234156,234156,Ozyptila claveata,Ozyptila,Thomisidae,234156,Ozyptila claveata,Ozyptila,Thomisidae,cd_nom_alias,TRUE,NA,17,16,TRUE,araneae_pitfall
