assemblage_id,group_label,method,analysis_tier,scenario,scenario_family,baseline_scenario,unit_type,gamma_change_pct_median,gamma_change_pct_p10,gamma_change_pct_p90,mean_q0_change_pct_median,mean_q0_change_pct_p10,mean_q0_change_pct_p90,mean_q1_change_pct_median,mean_q1_change_pct_p10,mean_q1_change_pct_p90,mean_q2_change_pct_median,mean_q2_change_pct_p10,mean_q2_change_pct_p90,abundance_stability_median,abundance_stability_p10,abundance_stability_p90,q0_stability_median,q0_stability_p10,q0_stability_p90,q1_stability_median,q1_stability_p10,q1_stability_p90,q2_stability_median,q2_stability_p10,q2_stability_p90,bray_stability_median,bray_stability_p10,bray_stability_p90,sorensen_stability_median,sorensen_stability_p10,sorensen_stability_p90,ordination_procrustes_r2_median,ordination_procrustes_r2_p10,ordination_procrustes_r2_p90,bray_mean_change_pct_median,bray_mean_change_pct_p10,bray_mean_change_pct_p90,sorensen_mean_change_pct_median,sorensen_mean_change_pct_p10,sorensen_mean_change_pct_p90,gdm_bray_delta_explained_median,gdm_bray_delta_explained_p10,gdm_bray_delta_explained_p90,gdm_bray_predicted_stability_median,gdm_bray_predicted_stability_p10,gdm_bray_predicted_stability_p90,gdm_bray_term_rank_stability_median,gdm_bray_term_rank_stability_p10,gdm_bray_term_rank_stability_p90,gdm_sorensen_delta_explained_median,gdm_sorensen_delta_explained_p10,gdm_sorensen_delta_explained_p90,gdm_sorensen_predicted_stability_median,gdm_sorensen_predicted_stability_p10,gdm_sorensen_predicted_stability_p90,gdm_sorensen_term_rank_stability_median,gdm_sorensen_term_rank_stability_p10,gdm_sorensen_term_rank_stability_p90,jaccard_stability_median,jaccard_stability_p10,jaccard_stability_p90,jaccard_mean_change_pct_median,jaccard_mean_change_pct_p10,jaccard_mean_change_pct_p90,n_iter
araneae_pitfall,Araneae,pitfall-trap,main,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,-2.4774774774774744,-4.054054054054057,-1.3513513513513487,20.486111111111114,17.82407407407407,21.782407407407405,17.14684030774786,15.518065545344326,18.590844449426818,13.388112449429734,12.188322758090578,15.155242642044646,1,1,1,0.9813472287570952,0.974955600752008,0.983573578906341,0.9797661332162667,0.9756004117330273,0.9853573851618308,0.9811832784595431,0.9775556220692408,0.985517310186571,0.9383805613415834,0.9235932658940098,0.9522342360732434,0.9291111532954799,0.9149178514097495,0.9419847507546316,0.99276374315256255,0.9858835322785476,0.9961422472494076,-0.5037267927227029,-0.6673308374067444,-0.3570638429225048,-0.6806071981852402,-1.406596153094013,-0.3220124145455982,-1.0281187967977168,-1.5191349138894163,-0.5186559691726585,0.9983123162544112,0.997682882150686,0.9988961904399192,0.8,0.8,1,-1.5748612508856787,-3.220966142055236,-0.5973984150383882,0.9965521877343115,0.9948997987969634,0.9978654941353161,0.30000000000000004,0.2,0.8,0.9291111532954799,0.9149178514097495,0.9419847507546316,-0.32664830871808603,-0.761480718948353,-0.10123023772875549,30
araneae_pitfall,Araneae,pitfall-trap,main,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,23.42342342342343,20.270270270270263,26.171171171171167,22.85879629629629,21.273148148148152,24.317129629629633,21.565916951294973,20.242671706738992,23.23989275791905,16.19309325907734,15.009695013230587,17.887737398978906,1,1,1,0.9795977669284492,0.9751393523011714,0.9828437297845458,0.975116733846829,0.9688550105758869,0.977966236979686,0.9827796069041206,0.9783936945026439,0.9855062040465912,0.9735685039054746,0.9429630026363505,0.9833845907872641,0.9655585646471789,0.9492383725500604,0.9721999144249827,0.9961163345730748,0.9874250795481637,0.9981300076670769,-0.015416861901368373,-0.2744843277396847,0.124598443920676,0.9400772918089162,0.2295257986040023,1.4089458759024587,-0.14159953152629967,-1.1491049249793057,0.6404545950092185,0.9992594929764558,0.9969380602045185,0.9997968565952706,1,0.44000000000000006,1,-0.09496424173396001,-1.4800569838124062,1.707458428595536,0.9985749607325771,0.9961186701599962,0.9993647066532696,0.8,0.4,1,0.9655585646471789,0.9492383725500604,0.9721999144249827,0.6105631388061639,0.1807206637475045,0.8806348480397519,30
carabidae_pitfall,Carabidae,pitfall-trap,main,rtu_genus_level,resolution_genus,rtu_mixed_genus_resolvable,genus_units,-67.42424242424244,-67.42424242424244,-67.42424242424244,-29.00158478605389,-29.00158478605389,-29.00158478605389,-22.99925695752836,-22.99925695752836,-22.99925695752836,-18.057150941950574,-18.057150941950574,-18.057150941950574,1,1,1,0.9270259023584286,0.9270259023584286,0.9270259023584286,0.9323422816151392,0.9323422816151392,0.9323422816151392,0.9271642165168941,0.9271642165168941,0.9271642165168941,0.7396553662657872,0.7396553662657872,0.7396553662657872,0.7687775415317991,0.7687775415317991,0.7687775415317991,0.567377811171806,0.567377811171806,0.567377811171806,-6.906064376286125,-6.906064376286125,-6.906064376286125,-19.26047611981605,-19.26047611981605,-19.26047611981605,-10.036898949842444,-10.036898949842444,-10.036898949842444,0.8898635027076974,0.8898635027076974,0.8898635027076974,0.6000000000000001,0.6000000000000001,0.6000000000000001,-11.060924087042958,-11.060924087042958,-11.060924087042958,0.9473218013537521,0.9473218013537521,0.9473218013537521,-0.4,-0.4,-0.4,0.7687775415317991,0.7687775415317991,0.7687775415317991,-12.483955948052628,-12.483955948052628,-12.483955948052628,1
carabidae_pitfall,Carabidae,pitfall-trap,main,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,0,0,0,0,0,0,0,0,0,0,0,0,0.9999999999999999,0.9999999999999999,0.9999999999999999,1,1,1,1,1,1,0.9999999999999999,0.9999999999999999,0.9999999999999999,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1
carabidae_pitfall,Carabidae,pitfall-trap,main,rtu_mixed_genus_resolvable,resolution_genus,rtu_mixed_genus_resolvable,genus_resolvable_RTU,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0.9999999999999999,0.9999999999999999,0.9999999999999999,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1
carabidae_pitfall,Carabidae,pitfall-trap,main,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,-20.740740740740737,-20.740740740740737,-20.740740740740737,-0.9331259720062213,-0.9331259720062213,-0.9331259720062213,-0.6647396732465172,-0.6647396732465172,-0.6647396732465172,-0.2829139031515937,-0.2829139031515937,-0.2829139031515937,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9976349869721844,0.9976349869721844,0.9976349869721844,0.9989612465041952,0.9989612465041952,0.9989612465041952,0.9998403257354994,0.9998403257354994,0.9998403257354994,0.9884537910228377,0.9884537910228377,0.9884537910228377,0.9844696446231664,0.9844696446231664,0.9844696446231664,0.9993790896220527,0.9993790896220527,0.9993790896220527,-0.09540101679144097,-0.09540101679144097,-0.09540101679144097,-0.6315301118425709,-0.6315301118425709,-0.6315301118425709,-0.468344159608991,-0.468344159608991,-0.468344159608991,0.9994971686644606,0.9994971686644606,0.9994971686644606,1,1,1,-1.4382423523447656,-1.4382423523447656,-1.4382423523447656,0.9987264486975481,0.9987264486975481,0.9987264486975481,0.8,0.8,0.8,0.9844696446231664,0.9844696446231664,0.9844696446231664,-0.368290546336969,-0.368290546336969,-0.368290546336969,1
carabidae_pitfall,Carabidae,pitfall-trap,main,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,-2.9629629629629672,-2.9629629629629672,-2.9629629629629672,-2.3328149300155587,-2.3328149300155587,-2.3328149300155587,-1.8723620063604396,-1.8723620063604396,-1.8723620063604396,-1.5534378803174986,-1.5534378803174986,-1.5534378803174986,0.9997305289614554,0.9997305289614554,0.9997305289614554,0.9964024812357071,0.9964024812357071,0.9964024812357071,0.9964043148222135,0.9964043148222135,0.9964043148222135,0.9971258632389923,0.9971258632389923,0.9971258632389923,0.9989845229243485,0.9989845229243485,0.9989845229243485,0.9971848766772188,0.9971848766772188,0.9971848766772188,0.9999742507678522,0.9999742507678522,0.9999742507678522,-0.013862338824210951,-0.013862338824210951,-0.013862338824210951,-0.2196402630413652,-0.2196402630413652,-0.2196402630413652,0.030251141939741544,0.030251141939741544,0.030251141939741544,0.9999885128474655,0.9999885128474655,0.9999885128474655,1,1,1,0.02637197770938471,0.02637197770938471,0.02637197770938471,0.999873298819347,0.999873298819347,0.999873298819347,1,1,1,0.9971848766772188,0.9971848766772188,0.9971848766772188,-0.1445716049945811,-0.1445716049945811,-0.1445716049945811,1
carabidae_pitfall,Carabidae,pitfall-trap,main,species_baseline,species_error,species_baseline,species_units,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.9999999999999999,0.9999999999999999,0.9999999999999999,1,1,1,0.9999999999999999,0.9999999999999999,0.9999999999999999,1,1,1,0.9999999999999998,0.9999999999999998,0.9999999999999998,1.0000000000000004,1.0000000000000004,1.0000000000000004,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0.9999999999999998,0.9999999999999998,0.9999999999999998,0,0,0,1
carabidae_pitfall,Carabidae,pitfall-trap,main,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,-0.7633587786259555,-2.2900763358778664,0,20.541401273885352,19.538216560509564,22.149681528662434,21.7279848872714,20.036855686820093,22.8584479026794,17.051082503858428,15.729828105442191,18.130727780506607,1,1,1,0.9847993764330867,0.9806423181861874,0.98840198057745,0.9878308898563406,0.9854603174084099,0.9902046330870854,0.9847111891740847,0.9807737986771747,0.9891274743136509,0.9522550901190188,0.934197348957387,0.9630756053816406,0.9329490905510411,0.9211491047362684,0.9415312328213404,0.992082733286005,0.9609502504318641,0.9961490473204502,-0.4223516721340026,-0.7295560317749639,-0.2777962528262401,-1.2399895098065328,-1.5605371379742115,-0.7185359392262969,-1.1700378888850187,-1.7587468481886452,-0.29502192576308434,0.9971538410115268,0.9947724928890302,0.9993422225402354,1,1,1,-2.0265955122783677,-3.604875179628133,-0.9497363244909105,0.9965969847440217,0.9923308538084776,0.9988162248851193,0.9,0.22000000000000003,1,0.9329490905510411,0.9211491047362684,0.9415312328213404,-0.7188421535791578,-0.9231052871796475,-0.43757966331083864,30
carabidae_pitfall,Carabidae,pitfall-trap,main,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,-2.2900763358778664,-3.129770992366416,-1.4503816793893143,24.28343949044587,22.69108280254778,25.843949044585997,22.428431545904317,20.615841512936807,23.924817084084086,17.755201202615634,15.641995879529864,19.296779906121127,1,1,1,0.980950985849748,0.9774649992347201,0.986888067005135,0.9825809029165002,0.9785208502586062,0.9854534558529765,0.9752358912801261,0.9675512979930868,0.9823150599477994,0.9407192970548262,0.9261550182568229,0.9543923732069004,0.9149374542604858,0.895217850742039,0.9272565645792952,0.9922493357864696,0.9852658578308919,0.9959089722144011,-0.5780072274034875,-0.6884878261168303,-0.43316572297430794,-0.6893922565507971,-1.175690951573054,-0.29701150697004947,-0.9235823410261981,-2.46179381555901,-0.5779429918507023,0.9979412930374032,0.9950093347976836,0.9989011016858963,1,1,1,-2.4955911394356605,-4.5046897749454695,-1.9549702074806592,0.993573805948826,0.9852996637492354,0.9958733356605778,0.4,-0.4,0.9800000000000001,0.9149374542604858,0.895217850742039,0.9272565645792952,-0.3331076381188902,-0.6291248298479424,-0.133695892629465,30
carabidae_pitfall,Carabidae,pitfall-trap,main,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,40.07633587786259,37.25190839694657,44.35114503816795,29.93630573248407,28.6624203821656,31.608280254777075,26.458379220419772,24.713989630513428,28.201707070145286,19.00948795400509,17.78459141413597,21.348419800237245,1,1,1,0.9834288250497598,0.9799949275296531,0.9874989903006681,0.9877347183379945,0.9840824406515266,0.9902996404314823,0.986966588160153,0.9812807492896345,0.9898487086343857,0.9832391952555661,0.9737629520654415,0.9927764927047035,0.9621011566453483,0.9547655119729764,0.9721124222683383,0.9991511696974704,0.9959091569798085,0.999397943963145,0.1725364203606028,0.029566017400546322,0.2318066954702802,1.7227475919610824,1.3367411687679165,2.1715389757205616,-0.23481805134423883,-0.46930422458668936,0.035430124816750036,0.9995766088992266,0.9989812287008308,0.9996818541446093,1,1,1,-0.1784678500875998,-0.7931892744140494,0.6001392101923356,0.9975551788379997,0.995132562858265,0.9982558071211793,1,0.6200000000000001,1,0.9621011566453483,0.9547655119729764,0.9721124222683383,1.0545036315211531,0.857743679835279,1.3374599033892287,30
collembola_soil_core,Collembola,soil-core,main,rtu_family_level,resolution_family,rtu_mixed_family_resolvable,family_units,-76.81159420289855,-76.81159420289855,-76.81159420289855,-38.054968287526435,-38.054968287526435,-38.054968287526435,-39.02997188714505,-39.02997188714505,-39.02997188714505,-36.359086959857436,-36.359086959857436,-36.359086959857436,1,1,1,0.8366456536123144,0.8366456536123144,0.8366456536123144,0.703280972649018,0.703280972649018,0.703280972649018,0.6372694046493049,0.6372694046493049,0.6372694046493049,0.5535529779438476,0.5535529779438476,0.5535529779438476,0.5058989169655621,0.5058989169655621,0.5058989169655621,0.11032904495436813,0.11032904495436813,0.11032904495436813,-22.864508220659996,-22.864508220659996,-22.864508220659996,-36.29010571881338,-36.29010571881338,-36.29010571881338,0.7931806712426663,0.7931806712426663,0.7931806712426663,0.8390334050781814,0.8390334050781814,0.8390334050781814,0.9486832980505139,0.9486832980505139,0.9486832980505139,3.4736781349050343,3.4736781349050343,3.4736781349050343,0.8376469882581568,0.8376469882581568,0.8376469882581568,0.8,0.8,0.8,0.5058989169655621,0.5058989169655621,0.5058989169655621,-25.87118080886889,-25.87118080886889,-25.87118080886889,1
collembola_soil_core,Collembola,soil-core,main,rtu_genus_level,resolution_genus,rtu_mixed_genus_resolvable,genus_units,-31.343283582089555,-31.343283582089555,-31.343283582089555,-4.47761194029852,-4.47761194029852,-4.47761194029852,-4.071104129188852,-4.071104129188852,-4.071104129188852,-3.7843134617513097,-3.7843134617513097,-3.7843134617513097,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9861259852955894,0.9861259852955894,0.9861259852955894,0.9746819739533603,0.9746819739533603,0.9746819739533603,0.977668347024761,0.977668347024761,0.977668347024761,0.9573689181639092,0.9573689181639092,0.9573689181639092,0.9313787869580061,0.9313787869580061,0.9313787869580061,0.9741067265752921,0.9741067265752921,0.9741067265752921,-1.4796247536987606,-1.4796247536987606,-1.4796247536987606,-4.717600115368647,-4.717600115368647,-4.717600115368647,-0.19845813529628664,-0.19845813529628664,-0.19845813529628664,0.9944458226045978,0.9944458226045978,0.9944458226045978,1,1,1,-0.5233361942089889,-0.5233361942089889,-0.5233361942089889,0.9900499085007579,0.9900499085007579,0.9900499085007579,1,1,1,0.9313787869580061,0.9313787869580061,0.9313787869580061,-3.047276224785711,-3.047276224785711,-3.047276224785711,1
collembola_soil_core,Collembola,soil-core,main,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9999999999999996,0.9999999999999996,0.9999999999999996,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1
collembola_soil_core,Collembola,soil-core,main,rtu_mixed_family_resolvable,resolution_family,rtu_mixed_family_resolvable,family_resolvable_RTU,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9999999999999996,0.9999999999999996,0.9999999999999996,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1
collembola_soil_core,Collembola,soil-core,main,rtu_mixed_genus_resolvable,resolution_genus,rtu_mixed_genus_resolvable,genus_resolvable_RTU,0,0,0,0,0,0,0,0,0,0,0,0,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,1,1,1,1,1,1,0.9999999999999999,0.9999999999999999,0.9999999999999999,1,1,1,1.0000000000000004,1.0000000000000004,1.0000000000000004,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1
