assemblage_id,scenario,scenario_family,baseline_scenario,unit_type,distance,predictor,baseline_ispline_weight_median,scenario_ispline_weight_median,delta_ispline_weight_median,n_iter
araneae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,Bray-Curtis,t360_mean,0.49670357228242934,0.49670357228242934,0,1
araneae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,Sørensen,Geographic,0.8026487253375735,0.8026487253375735,0,1
araneae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,Sørensen,mos,1.0352595682326147,1.0352595682326147,0,1
araneae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,Sørensen,p_h,0.643831447775649,0.643831447775649,0,1
araneae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,Sørensen,t360_mean,0.912989776532266,0.912989776532266,0,1
araneae_pitfall,rtu_mixed_family_resolvable,resolution_family,rtu_mixed_family_resolvable,family_resolvable_RTU,Bray-Curtis,Geographic,1.5476956324200108,1.5476956324200108,0,1
araneae_pitfall,rtu_mixed_family_resolvable,resolution_family,rtu_mixed_family_resolvable,family_resolvable_RTU,Bray-Curtis,mos,1.6056078738075623,1.6056078738075623,0,1
araneae_pitfall,rtu_mixed_family_resolvable,resolution_family,rtu_mixed_family_resolvable,family_resolvable_RTU,Bray-Curtis,p_h,0.9471251759881505,0.9471251759881505,0,1
araneae_pitfall,rtu_mixed_family_resolvable,resolution_family,rtu_mixed_family_resolvable,family_resolvable_RTU,Bray-Curtis,t360_mean,0.49670357228242934,0.49670357228242934,0,1
araneae_pitfall,rtu_mixed_family_resolvable,resolution_family,rtu_mixed_family_resolvable,family_resolvable_RTU,Sørensen,Geographic,0.8026487253375735,0.8026487253375735,0,1
araneae_pitfall,rtu_mixed_family_resolvable,resolution_family,rtu_mixed_family_resolvable,family_resolvable_RTU,Sørensen,mos,1.0352595682326147,1.0352595682326147,0,1
araneae_pitfall,rtu_mixed_family_resolvable,resolution_family,rtu_mixed_family_resolvable,family_resolvable_RTU,Sørensen,p_h,0.643831447775649,0.643831447775649,0,1
araneae_pitfall,rtu_mixed_family_resolvable,resolution_family,rtu_mixed_family_resolvable,family_resolvable_RTU,Sørensen,t360_mean,0.912989776532266,0.912989776532266,0,1
araneae_pitfall,rtu_mixed_genus_resolvable,resolution_genus,rtu_mixed_genus_resolvable,genus_resolvable_RTU,Bray-Curtis,Geographic,1.739818864336478,1.739818864336478,0,1
araneae_pitfall,rtu_mixed_genus_resolvable,resolution_genus,rtu_mixed_genus_resolvable,genus_resolvable_RTU,Bray-Curtis,mos,1.5986318364141427,1.5986318364141427,0,1
araneae_pitfall,rtu_mixed_genus_resolvable,resolution_genus,rtu_mixed_genus_resolvable,genus_resolvable_RTU,Bray-Curtis,p_h,1.0856571421770316,1.0856571421770316,0,1
araneae_pitfall,rtu_mixed_genus_resolvable,resolution_genus,rtu_mixed_genus_resolvable,genus_resolvable_RTU,Bray-Curtis,t360_mean,0.896604039312448,0.896604039312448,0,1
araneae_pitfall,rtu_mixed_genus_resolvable,resolution_genus,rtu_mixed_genus_resolvable,genus_resolvable_RTU,Sørensen,Geographic,1.205064902019431,1.205064902019431,0,1
araneae_pitfall,rtu_mixed_genus_resolvable,resolution_genus,rtu_mixed_genus_resolvable,genus_resolvable_RTU,Sørensen,mos,0.9849081599695839,0.9849081599695839,0,1
araneae_pitfall,rtu_mixed_genus_resolvable,resolution_genus,rtu_mixed_genus_resolvable,genus_resolvable_RTU,Sørensen,p_h,0.740605948361055,0.740605948361055,0,1
araneae_pitfall,rtu_mixed_genus_resolvable,resolution_genus,rtu_mixed_genus_resolvable,genus_resolvable_RTU,Sørensen,t360_mean,1.4253188506844856,1.4253188506844856,0,1
araneae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,Bray-Curtis,Geographic,1.5476956324200108,1.5078255703138035,-0.03987006210620736,1
araneae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,Bray-Curtis,mos,1.6056078738075623,1.5145343547745664,-0.09107351903299588,1
araneae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,Bray-Curtis,p_h,0.9471251759881505,0.8877451420836758,-0.05938003390447466,1
araneae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,Bray-Curtis,t360_mean,0.49670357228242934,0.4897937300976497,-0.006909842184779635,1
araneae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,Sørensen,Geographic,0.8026487253375735,0.8136266076636418,0.010977882326068333,1
araneae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,Sørensen,mos,1.0352595682326147,0.9676446615126211,-0.0676149067199936,1
araneae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,Sørensen,p_h,0.643831447775649,0.5829876431930138,-0.060843804582635275,1
araneae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,Sørensen,t360_mean,0.912989776532266,0.8255968946372738,-0.08739288189499217,1
araneae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,Bray-Curtis,Geographic,1.5476956324200108,1.4283364803891756,-0.11935915203083525,1
araneae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,Bray-Curtis,mos,1.6056078738075623,1.543006046839468,-0.06260182696809435,1
araneae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,Bray-Curtis,p_h,0.9471251759881505,1.4199243388242537,0.47279916283610324,1
araneae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,Bray-Curtis,t360_mean,0.49670357228242934,3.04197354062232,2.5452699683398903,1
araneae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,Sørensen,Geographic,0.8026487253375735,1.0441512519075722,0.2415025265699987,1
araneae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,Sørensen,mos,1.0352595682326147,1.1022841098370493,0.0670245416044346,1
araneae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,Sørensen,p_h,0.643831447775649,1.2354283202223237,0.5915968724466747,1
araneae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,Sørensen,t360_mean,0.912989776532266,2.389340221044481,1.476350444512215,1
araneae_pitfall,species_baseline,species_error,species_baseline,species_units,Bray-Curtis,Geographic,1.4283364803891756,1.4283364803891756,0,1
araneae_pitfall,species_baseline,species_error,species_baseline,species_units,Bray-Curtis,mos,1.543006046839468,1.543006046839468,0,1
araneae_pitfall,species_baseline,species_error,species_baseline,species_units,Bray-Curtis,p_h,1.4199243388242537,1.4199243388242537,0,1
araneae_pitfall,species_baseline,species_error,species_baseline,species_units,Bray-Curtis,t360_mean,3.04197354062232,3.04197354062232,0,1
araneae_pitfall,species_baseline,species_error,species_baseline,species_units,Sørensen,Geographic,1.0441512519075722,1.0441512519075722,0,1
araneae_pitfall,species_baseline,species_error,species_baseline,species_units,Sørensen,mos,1.1022841098370493,1.1022841098370493,0,1
araneae_pitfall,species_baseline,species_error,species_baseline,species_units,Sørensen,p_h,1.2354283202223237,1.2354283202223237,0,1
araneae_pitfall,species_baseline,species_error,species_baseline,species_units,Sørensen,t360_mean,2.389340221044481,2.389340221044481,0,1
araneae_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,Bray-Curtis,Geographic,1.4283364803891756,1.4940985234880724,0.06576204309889677,12
araneae_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,Bray-Curtis,mos,1.543006046839468,1.3737543357872068,-0.169251711052261,12
araneae_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,Bray-Curtis,p_h,1.4199243388242537,1.243463129390721,-0.17646120943353272,12
araneae_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,Bray-Curtis,t360_mean,3.04197354062232,2.69741684230896,-0.3445566983133599,12
araneae_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,Sørensen,Geographic,1.0441512519075722,1.0371538409891632,-0.006997410918408997,12
araneae_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,Sørensen,mos,1.1022841098370493,1.0116974144303905,-0.09058669540665876,12
araneae_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,Sørensen,p_h,1.2354283202223237,1.038274067786915,-0.19715425243540885,12
araneae_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,Sørensen,t360_mean,2.389340221044481,2.213768106745335,-0.1755721142991462,12
araneae_pitfall,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,Bray-Curtis,Geographic,1.4283364803891756,1.4950302480734827,0.06669376768430713,12
araneae_pitfall,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,Bray-Curtis,mos,1.543006046839468,1.3659284486881007,-0.17707759815136714,12
araneae_pitfall,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,Bray-Curtis,p_h,1.4199243388242537,1.224339826956533,-0.19558451186772075,12
araneae_pitfall,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,Bray-Curtis,t360_mean,3.04197354062232,2.498500718543608,-0.5434728220787117,12
araneae_pitfall,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,Sørensen,Geographic,1.0441512519075722,1.0295349515595382,-0.01461630034803385,12
araneae_pitfall,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,Sørensen,mos,1.1022841098370493,0.9570267334610936,-0.1452573763759557,12
araneae_pitfall,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,Sørensen,p_h,1.2354283202223237,0.9295341575456617,-0.3058941626766621,12
araneae_pitfall,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,Sørensen,t360_mean,2.389340221044481,1.9759734873235053,-0.4133667337209759,12
araneae_pitfall,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,Bray-Curtis,Geographic,1.4283364803891756,1.4746666049114605,0.0463301245222848,12
araneae_pitfall,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,Bray-Curtis,mos,1.543006046839468,1.4771276694420528,-0.06587837739741531,12
araneae_pitfall,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,Bray-Curtis,p_h,1.4199243388242537,1.3664988164810103,-0.05342552234324338,12
araneae_pitfall,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,Bray-Curtis,t360_mean,3.04197354062232,2.952978443471764,-0.08899509715055576,12
araneae_pitfall,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,Sørensen,Geographic,1.0441512519075722,1.1164767659654808,0.07232551405790866,12
araneae_pitfall,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,Sørensen,mos,1.1022841098370493,1.0706713091058364,-0.031612800731212864,12
araneae_pitfall,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,Sørensen,p_h,1.2354283202223237,1.1873672224841378,-0.04806109773818579,12
araneae_pitfall,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,Sørensen,t360_mean,2.389340221044481,2.402784071196305,0.0134438501518237,12
carabidae_pitfall,rtu_genus_level,resolution_genus,rtu_mixed_genus_resolvable,genus_units,Bray-Curtis,Geographic,0.6820903256533672,0.5194119020671948,-0.16267842358617246,1
carabidae_pitfall,rtu_genus_level,resolution_genus,rtu_mixed_genus_resolvable,genus_units,Bray-Curtis,mos,1.4357858794908218,0.2025562714236671,-1.2332296080671548,1
carabidae_pitfall,rtu_genus_level,resolution_genus,rtu_mixed_genus_resolvable,genus_units,Bray-Curtis,p_h,1.57135791724356,0.748167360613366,-0.8231905566301941,1
carabidae_pitfall,rtu_genus_level,resolution_genus,rtu_mixed_genus_resolvable,genus_units,Bray-Curtis,t360_mean,2.5106527098970037,0.6431772897654643,-1.8674754201315396,1
carabidae_pitfall,rtu_genus_level,resolution_genus,rtu_mixed_genus_resolvable,genus_units,Sørensen,Geographic,1.0727388723822864,0.5212367949345872,-0.5515020774476992,1
carabidae_pitfall,rtu_genus_level,resolution_genus,rtu_mixed_genus_resolvable,genus_units,Sørensen,mos,1.4532779684951243,0.5689129485402584,-0.8843650199548658,1
carabidae_pitfall,rtu_genus_level,resolution_genus,rtu_mixed_genus_resolvable,genus_units,Sørensen,p_h,1.207149650754991,0.6150063139512711,-0.5921433368037199,1
carabidae_pitfall,rtu_genus_level,resolution_genus,rtu_mixed_genus_resolvable,genus_units,Sørensen,t360_mean,1.4974978001184642,0.333111735035815,-1.1643860650826492,1
carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,Bray-Curtis,Geographic,0.6813744272157336,0.6813744272157336,0,1
carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,Bray-Curtis,mos,1.4229562228400785,1.4229562228400785,0,1
carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,Bray-Curtis,p_h,1.5870178096617784,1.5870178096617784,0,1
carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,Bray-Curtis,t360_mean,2.51959056436102,2.51959056436102,0,1
carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,Sørensen,Geographic,1.0799726215468646,1.0799726215468646,0,1
carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,Sørensen,mos,1.4299110672956101,1.4299110672956101,0,1
carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,Sørensen,p_h,1.208645513212181,1.208645513212181,0,1
carabidae_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,Sørensen,t360_mean,1.4915444582637796,1.4915444582637796,0,1
carabidae_pitfall,rtu_mixed_genus_resolvable,resolution_genus,rtu_mixed_genus_resolvable,genus_resolvable_RTU,Bray-Curtis,Geographic,0.6820903256533672,0.6820903256533672,0,1
carabidae_pitfall,rtu_mixed_genus_resolvable,resolution_genus,rtu_mixed_genus_resolvable,genus_resolvable_RTU,Bray-Curtis,mos,1.4357858794908218,1.4357858794908218,0,1
carabidae_pitfall,rtu_mixed_genus_resolvable,resolution_genus,rtu_mixed_genus_resolvable,genus_resolvable_RTU,Bray-Curtis,p_h,1.57135791724356,1.57135791724356,0,1
carabidae_pitfall,rtu_mixed_genus_resolvable,resolution_genus,rtu_mixed_genus_resolvable,genus_resolvable_RTU,Bray-Curtis,t360_mean,2.5106527098970037,2.5106527098970037,0,1
carabidae_pitfall,rtu_mixed_genus_resolvable,resolution_genus,rtu_mixed_genus_resolvable,genus_resolvable_RTU,Sørensen,Geographic,1.0727388723822864,1.0727388723822864,0,1
carabidae_pitfall,rtu_mixed_genus_resolvable,resolution_genus,rtu_mixed_genus_resolvable,genus_resolvable_RTU,Sørensen,mos,1.4532779684951243,1.4532779684951243,0,1
carabidae_pitfall,rtu_mixed_genus_resolvable,resolution_genus,rtu_mixed_genus_resolvable,genus_resolvable_RTU,Sørensen,p_h,1.207149650754991,1.207149650754991,0,1
carabidae_pitfall,rtu_mixed_genus_resolvable,resolution_genus,rtu_mixed_genus_resolvable,genus_resolvable_RTU,Sørensen,t360_mean,1.4974978001184642,1.4974978001184642,0,1
carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,Bray-Curtis,Geographic,0.6813744272157336,0.7061842968899981,0.024809869674264462,1
carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,Bray-Curtis,mos,1.4229562228400785,1.3764803813449886,-0.046475841495089876,1
carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,Bray-Curtis,p_h,1.5870178096617784,1.5400266673901304,-0.04699114227164802,1
carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,Bray-Curtis,t360_mean,2.51959056436102,2.31722721931444,-0.20236334504658027,1
carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,Sørensen,Geographic,1.0799726215468646,1.085608399213747,0.005635777666882502,1
carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,Sørensen,mos,1.4299110672956101,1.3190852243941373,-0.11082584290147279,1
carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,Sørensen,p_h,1.208645513212181,1.1374451006088375,-0.07120041260334342,1
carabidae_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,Sørensen,t360_mean,1.4915444582637796,1.2364995902281581,-0.25504486803562143,1
carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,Bray-Curtis,Geographic,0.6813744272157336,0.6879786004333655,0.006604173217631848,1
carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,Bray-Curtis,mos,1.4229562228400785,1.4239334326062703,9.772097661917556e-4,1
carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,Bray-Curtis,p_h,1.5870178096617784,1.5813912552609302,-0.005626554400848249,1
carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,Bray-Curtis,t360_mean,2.51959056436102,2.576800215609529,0.05720965124850874,1
carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,Sørensen,Geographic,1.0799726215468646,1.10037895593722,0.02040633439035533,1
carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,Sørensen,mos,1.4299110672956101,1.4474353417529278,0.017524274457317635,1
carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,Sørensen,p_h,1.208645513212181,1.1851210234201468,-0.023524489792034142,1
carabidae_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,Sørensen,t360_mean,1.4915444582637796,1.4901384630122485,-0.001405995251531067,1
carabidae_pitfall,species_baseline,species_error,species_baseline,species_units,Bray-Curtis,Geographic,0.6879786004333655,0.6879786004333655,0,1
carabidae_pitfall,species_baseline,species_error,species_baseline,species_units,Bray-Curtis,mos,1.4239334326062703,1.4239334326062703,0,1
carabidae_pitfall,species_baseline,species_error,species_baseline,species_units,Bray-Curtis,p_h,1.5813912552609302,1.5813912552609302,0,1
carabidae_pitfall,species_baseline,species_error,species_baseline,species_units,Bray-Curtis,t360_mean,2.576800215609529,2.576800215609529,0,1
carabidae_pitfall,species_baseline,species_error,species_baseline,species_units,Sørensen,Geographic,1.10037895593722,1.10037895593722,0,1
carabidae_pitfall,species_baseline,species_error,species_baseline,species_units,Sørensen,mos,1.4474353417529278,1.4474353417529278,0,1
carabidae_pitfall,species_baseline,species_error,species_baseline,species_units,Sørensen,p_h,1.1851210234201468,1.1851210234201468,0,1
carabidae_pitfall,species_baseline,species_error,species_baseline,species_units,Sørensen,t360_mean,1.4901384630122485,1.4901384630122485,0,1
carabidae_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,Bray-Curtis,Geographic,0.6879786004333655,0.7375858965471204,0.04960729611375492,12
carabidae_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,Bray-Curtis,mos,1.4239334326062703,1.1072726788063842,-0.316660753799886,12
carabidae_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,Bray-Curtis,p_h,1.5813912552609302,1.4939624880500704,-0.0874287672108599,12
carabidae_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,Bray-Curtis,t360_mean,2.576800215609529,2.3312225334260837,-0.24557768218344522,12
carabidae_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,Sørensen,Geographic,1.10037895593722,0.9307811158076494,-0.16959784012957047,12
carabidae_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,Sørensen,mos,1.4474353417529278,1.158016787904819,-0.28941855384810855,12
carabidae_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,Sørensen,p_h,1.1851210234201468,1.1764260142836713,-0.008695009136475473,12
carabidae_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,Sørensen,t360_mean,1.4901384630122485,1.4122112956755697,-0.07792716733667882,12
carabidae_pitfall,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,Bray-Curtis,Geographic,0.6879786004333655,0.7263591210860673,0.03838052065270181,12
carabidae_pitfall,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,Bray-Curtis,mos,1.4239334326062703,1.3030180775325726,-0.12091535507369755,12
carabidae_pitfall,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,Bray-Curtis,p_h,1.5813912552609302,1.4354393757586634,-0.14595187950226662,12
carabidae_pitfall,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,Bray-Curtis,t360_mean,2.576800215609529,2.1247246605471606,-0.4520755550623681,12
carabidae_pitfall,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,Sørensen,Geographic,1.10037895593722,1.1208039889126327,0.02042503297541287,12
carabidae_pitfall,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,Sørensen,mos,1.4474353417529278,1.1448282699426402,-0.30260707181028745,12
carabidae_pitfall,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,Sørensen,p_h,1.1851210234201468,1.1103642331802837,-0.07475679023986326,12
carabidae_pitfall,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,Sørensen,t360_mean,1.4901384630122485,1.3566818341413742,-0.1334566288708744,12
carabidae_pitfall,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,Bray-Curtis,Geographic,0.6879786004333655,0.6908220202970003,0.0028434198636348995,12
carabidae_pitfall,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,Bray-Curtis,mos,1.4239334326062703,1.37991329398755,-0.04402013861872034,12
carabidae_pitfall,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,Bray-Curtis,p_h,1.5813912552609302,1.578385248958642,-0.003006006302287978,12
